paper,screening,patch,C,M,Y,K,L_t,a_t,b_t,L_m,a_m,b_m,de00
ofsetni papir 80 g,200 line,334,52.0,0.0,0.0,100.0,22.0,55.0,-0.0,22.0,2.0,-1.0,0.9
ofsetni papir 80 g,200 line,335,52.0,52.0,0.0,100.0,22.0,85.0,-0.0,21.0,21.0,0.0,1.18
ofsetni papir 80 g,200 line,336,52.0,100.0,0.0,100.0,23.0,6.0,0.0,21.0,60.0,0.0,1.07
ofsetni papir 80 g,200 line,337,100.0,0.0,0.0,100.0,15.0,76.0,-1.0,16.0,21.0,-1.0,0.76
ofsetni papir 80 g,200 line,338,100.0,52.0,0.0,100.0,17.0,20.0,-0.0,17.0,64.0,-0.0,0.44
ofsetni papir 80 g,200 line,339,100.0,100.0,0.0,100.0,20.0,77.0,0.0,21.0,30.0,0.0,0.44
ofsetni papir 80 g,200 line,340,0.0,0.0,52.0,100.0,22.0,38.0,-0.0,23.0,31.0,-0.0,0.74
ofsetni papir 80 g,200 line,341,0.0,52.0,52.0,100.0,23.0,28.0,0.0,22.0,74.0,0.0,0.46
ofsetni papir 80 g,200 line,342,0.0,100.0,52.0,100.0,22.0,88.0,1.0,23.0,79.0,1.0,0.72
ofsetni papir 80 g,200 line,343,52.0,0.0,52.0,100.0,24.0,45.0,-1.0,24.0,3.0,-1.0,0.41
ofsetni papir 80 g,200 line,344,52.0,52.0,52.0,100.0,24.0,9.0,-0.0,23.0,95.0,-0.0,0.36
ofsetni papir 80 g,200 line,345,52.0,100.0,52.0,100.0,24.0,36.0,0.0,22.0,54.0,0.0,1.31
ofsetni papir 80 g,200 line,346,100.0,0.0,52.0,100.0,23.0,75.0,-1.0,20.0,58.0,-1.0,2.55
ofsetni papir 80 g,200 line,347,100.0,52.0,52.0,100.0,24.0,48.0,-0.0,22.0,13.0,-1.0,1.84
ofsetni papir 80 g,200 line,348,100.0,100.0,52.0,100.0,24.0,8.0,-0.0,22.0,72.0,-0.0,1.04
ofsetni papir 80 g,200 line,349,0.0,0.0,100.0,100.0,24.0,0.0,-1.0,22.0,69.0,-1.0,1.05
ofsetni papir 80 g,200 line,350,0.0,52.0,100.0,100.0,24.0,30.0,0.0,22.0,41.0,0.0,1.38
ofsetni papir 80 g,200 line,351,0.0,100.0,100.0,100.0,18.0,38.0,1.0,18.0,17.0,1.0,0.36
ofsetni papir 80 g,200 line,352,52.0,0.0,100.0,100.0,18.0,80.0,-2.0,20.0,36.0,-2.0,1.09
ofsetni papir 80 g,200 line,353,52.0,52.0,100.0,100.0,23.0,66.0,-0.0,22.0,53.0,-0.0,0.93
ofsetni papir 80 g,200 line,354,52.0,100.0,100.0,100.0,23.0,10.0,0.0,22.0,23.0,0.0,0.73
ofsetni papir 80 g,200 line,355,100.0,0.0,100.0,100.0,21.0,31.0,-2.0,23.0,3.0,-2.0,1.33
ofsetni papir 80 g,200 line,356,100.0,52.0,100.0,100.0,21.0,83.0,-1.0,22.0,85.0,-1.0,0.73
ofsetni papir 80 g,200 line,357,100.0,100.0,100.0,100.0,25.0,5.0,-0.0,23.0,72.0,-0.0,1.09
ofsetni papir 80 g,200 line,358,5.0,0.0,0.0,0.0,90.0,51.0,-0.0,91.0,97.0,-0.0,1.21
ofsetni papir 80 g,200 line,359,28.0,0.0,0.0,0.0,85.0,53.0,-6.0,84.0,22.0,-8.0,1.82
ofsetni papir 80 g,200 line,360,95.0,0.0,0.0,0.0,56.0,1.0,-30.0,55.0,76.0,-30.0,0.36
ofsetni papir 80 g,200 line,361,0.0,4.0,0.0,0.0,92.0,69.0,1.0,92.0,77.0,1.0,0.15
ofsetni papir 80 g,200 line,362,0.0,11.0,0.0,0.0,91.0,20.0,1.0,91.0,55.0,1.0,0.62
ofsetni papir 80 g,200 line,363,0.0,93.0,0.0,0.0,53.0,7.0,51.0,51.0,90.0,53.0,1.4
ofsetni papir 80 g,200 line,364,0.0,0.0,4.0,0.0,92.0,81.0,1.0,93.0,32.0,1.0,0.33
ofsetni papir 80 g,200 line,365,0.0,0.0,11.0,0.0,92.0,58.0,0.0,92.0,56.0,0.0,0.37
ofsetni papir 80 g,200 line,366,0.0,0.0,93.0,0.0,87.0,6.0,-4.0,87.0,22.0,-4.0,0.68
ofsetni papir 80 g,200 line,367,0.0,0.0,0.0,4.0,87.0,65.0,0.0,87.0,75.0,0.0,0.17
ofsetni papir 80 g,200 line,368,0.0,0.0,0.0,13.0,79.0,9.0,0.0,80.0,48.0,0.0,0.99
ofsetni papir 80 g,200 line,369,0.0,0.0,0.0,95.0,28.0,36.0,-0.0,26.0,91.0,-0.0,1.11
ofsetni papir 80 g,200 line,370,9.0,7.0,7.0,0.0,84.0,73.0,0.0,84.0,65.0,0.0,0.19
ofsetni papir 80 g,200 line,371,19.0,15.0,15.0,0.0,75.0,57.0,0.0,74.0,74.0,-0.0,1.37
ofsetni papir 80 g,200 line,372,29.0,23.0,23.0,0.0,66.0,57.0,-0.0,65.0,29.0,-0.0,1.13
ofsetni papir 80 g,200 line,373,39.0,31.0,31.0,0.0,56.0,70.0,-0.0,56.0,62.0,-0.0,0.64
ofsetni papir 80 g,200 line,374,49.0,39.0,39.0,4.0,45.0,15.0,-0.0,47.0,5.0,-0.0,2.02
ofsetni papir 80 g,200 line,375,59.0,47.0,47.0,16.0,37.0,27.0,-0.0,38.0,14.0,-1.0,1.12
ofsetni papir 80 g,200 line,376,69.0,55.0,55.0,31.0,32.0,37.0,-1.0,32.0,80.0,-0.0,4.03
ofsetni papir 80 g,200 line,377,79.0,63.0,63.0,48.0,28.0,88.0,-1.0,28.0,12.0,-1.0,0.85
ofsetni papir 80 g,200 line,378,89.0,71.0,71.0,72.0,25.0,1.0,-1.0,24.0,74.0,-1.0,0.4
ofsetni papir 80 g,200 line,379,99.0,79.0,79.0,100.0,20.0,38.0,-0.0,20.0,21.0,-1.0,0.22
ofsetni papir 80 g,200 line,380,9.0,7.0,7.0,0.0,85.0,49.0,0.0,85.0,75.0,0.0,0.22
ofsetni papir 80 g,200 line,381,18.0,14.0,14.0,0.0,77.0,60.0,0.0,78.0,7.0,-0.0,0.85
ofsetni papir 80 g,200 line,382,27.0,21.0,21.0,0.0,68.0,27.0,0.0,68.0,25.0,-0.0,0.72
ofsetni papir 80 g,200 line,383,36.0,29.0,29.0,0.0,58.0,86.0,-0.0,60.0,21.0,-0.0,1.39
ofsetni papir 80 g,200 line,384,45.0,36.0,36.0,0.0,50.0,12.0,-0.0,51.0,85.0,-0.0,1.86
ofsetni papir 80 g,200 line,385,54.0,43.0,43.0,0.0,43.0,38.0,-0.0,46.0,4.0,-0.0,2.61
ofsetni papir 80 g,200 line,386,63.0,50.0,50.0,0.0,39.0,69.0,-1.0,40.0,40.0,-1.0,1.04
ofsetni papir 80 g,200 line,387,72.0,58.0,58.0,0.0,35.0,81.0,-1.0,35.0,90.0,-2.0,0.99
ofsetni papir 80 g,200 line,388,81.0,65.0,65.0,2.0,32.0,39.0,-2.0,31.0,53.0,-3.0,1.55
ofsetni papir 80 g,200 line,389,90.0,72.0,72.0,49.0,26.0,52.0,-1.0,22.0,72.0,-2.0,3.14
ofsetni papir 80 g,200 line,390,24.0,19.0,19.0,11.0,63.0,34.0,-0.0,63.0,62.0,-0.0,0.43
ofsetni papir 80 g,200 line,391,49.0,39.0,39.0,30.0,37.0,62.0,-0.0,38.0,71.0,-1.0,1.09
ofsetni papir 80 g,200 line,392,74.0,59.0,59.0,59.0,28.0,84.0,-1.0,28.0,4.0,-1.0,0.73
ofsetni papir 80 g,200 line,393,28.0,0.0,0.0,0.0,85.0,83.0,-6.0,84.0,62.0,-7.0,1.65
ofsetni papir 80 g,200 line,394,64.0,0.0,0.0,0.0,67.0,57.0,-22.0,67.0,46.0,-21.0,0.24
ofsetni papir 80 g,200 line,395,0.0,21.0,0.0,0.0,89.0,38.0,4.0,90.0,24.0,3.0,1.56
ofsetni papir 80 g,200 line,396,0.0,52.0,0.0,0.0,73.0,76.0,20.0,74.0,88.0,19.0,1.06
ofsetni papir 80 g,200 line,397,0.0,0.0,21.0,0.0,92.0,54.0,-0.0,92.0,56.0,-0.0,1.06
ofsetni papir 80 g,200 line,398,0.0,0.0,52.0,0.0,90.0,46.0,-2.0,90.0,27.0,-3.0,1.65
ofsetni papir 80 g,200 line,399,0.0,0.0,0.0,25.0,69.0,68.0,0.0,68.0,40.0,0.0,1.01
ofsetni papir 80 g,200 line,400,0.0,0.0,0.0,60.0,43.0,82.0,-0.0,41.0,97.0,-0.0,1.86
ofsetni papir 80 g,300 dot,1,0.0,0.0,0.0,0.0,93.0,12.0,1.0,92.0,92.0,1.0,0.14
ofsetni papir 80 g,300 dot,2,0.0,21.0,0.0,0.0,87.0,23.0,6.0,86.0,77.0,6.0,0.42
ofsetni papir 80 g,300 dot,3,0.0,52.0,0.0,0.0,73.0,0.0,19.0,73.0,6.0,20.0,1.05
ofsetni papir 80 g,300 dot,4,0.0,81.0,0.0,0.0,59.0,27.0,37.0,59.0,35.0,36.0,0.3
ofsetni papir 80 g,300 dot,5,0.0,100.0,0.0,0.0,49.0,42.0,54.0,49.0,0.0,55.0,0.56
ofsetni papir 80 g,300 dot,6,16.0,0.0,0.0,0.0,88.0,61.0,-2.0,88.0,62.0,-2.0,0.31
ofsetni papir 80 g,300 dot,7,16.0,21.0,0.0,0.0,83.0,6.0,3.0,82.0,36.0,3.0,0.7
ofsetni papir 80 g,300 dot,8,16.0,52.0,0.0,0.0,69.0,42.0,16.0,68.0,34.0,17.0,0.95
ofsetni papir 80 g,300 dot,9,16.0,81.0,0.0,0.0,54.0,36.0,31.0,53.0,90.0,31.0,0.44
ofsetni papir 80 g,300 dot,10,16.0,100.0,0.0,0.0,45.0,85.0,47.0,46.0,13.0,46.0,0.61
ofsetni papir 80 g,300 dot,11,39.0,0.0,0.0,0.0,81.0,7.0,-9.0,81.0,4.0,-9.0,0.11
ofsetni papir 80 g,300 dot,12,39.0,21.0,0.0,0.0,74.0,93.0,-3.0,74.0,71.0,-3.0,0.69
ofsetni papir 80 g,300 dot,13,39.0,52.0,0.0,0.0,62.0,97.0,8.0,62.0,44.0,9.0,0.67
ofsetni papir 80 g,300 dot,14,39.0,81.0,0.0,0.0,50.0,37.0,24.0,49.0,92.0,23.0,0.61
ofsetni papir 80 g,300 dot,15,39.0,100.0,0.0,0.0,42.0,54.0,38.0,42.0,80.0,36.0,1.09
ofsetni papir 80 g,300 dot,16,64.0,0.0,0.0,0.0,70.0,44.0,-18.0,69.0,22.0,-19.0,1.04
ofsetni papir 80 g,300 dot,17,64.0,21.0,0.0,0.0,63.0,64.0,-14.0,63.0,20.0,-14.0,0.49
ofsetni papir 80 g,300 dot,18,64.0,52.0,0.0,0.0,53.0,34.0,-2.0,52.0,58.0,-3.0,0.89
ofsetni papir 80 g,300 dot,19,64.0,81.0,0.0,0.0,43.0,38.0,9.0,42.0,40.0,10.0,0.95
ofsetni papir 80 g,300 dot,20,64.0,100.0,0.0,0.0,35.0,84.0,20.0,35.0,73.0,20.0,0.49
ofsetni papir 80 g,300 dot,21,85.0,0.0,0.0,0.0,60.0,70.0,-27.0,59.0,91.0,-27.0,0.75
ofsetni papir 80 g,300 dot,22,85.0,21.0,0.0,0.0,55.0,22.0,-22.0,54.0,2.0,-23.0,1.15
ofsetni papir 80 g,300 dot,23,85.0,52.0,0.0,0.0,46.0,81.0,-11.0,45.0,31.0,-11.0,1.48
ofsetni papir 80 g,300 dot,24,85.0,81.0,0.0,0.0,37.0,79.0,0.0,37.0,27.0,-0.0,0.48
ofsetni papir 80 g,300 dot,25,85.0,100.0,0.0,0.0,32.0,38.0,8.0,32.0,60.0,8.0,0.39
ofsetni papir 80 g,300 dot,26,100.0,0.0,0.0,0.0,54.0,84.0,-32.0,55.0,9.0,-31.0,0.38
ofsetni papir 80 g,300 dot,27,100.0,21.0,0.0,0.0,48.0,92.0,-28.0,48.0,40.0,-27.0,0.58
ofsetni papir 80 g,300 dot,28,100.0,52.0,0.0,0.0,42.0,26.0,-17.0,41.0,69.0,-17.0,0.61
ofsetni papir 80 g,300 dot,29,100.0,81.0,0.0,0.0,33.0,85.0,-5.0,34.0,26.0,-4.0,0.47
ofsetni papir 80 g,300 dot,30,100.0,100.0,0.0,0.0,29.0,68.0,2.0,28.0,39.0,2.0,1.01
ofsetni papir 80 g,300 dot,31,0.0,0.0,21.0,0.0,91.0,62.0,-1.0,91.0,72.0,-1.0,0.55
ofsetni papir 80 g,300 dot,32,0.0,21.0,21.0,0.0,83.0,18.0,5.0,83.0,4.0,5.0,1.21
ofsetni papir 80 g,300 dot,33,0.0,52.0,21.0,0.0,71.0,24.0,20.0,70.0,90.0,20.0,0.61
ofsetni papir 80 g,300 dot,34,0.0,81.0,21.0,0.0,58.0,21.0,39.0,58.0,42.0,39.0,0.3
ofsetni papir 80 g,300 dot,35,0.0,100.0,21.0,0.0,48.0,8.0,55.0,47.0,59.0,56.0,0.64
ofsetni papir 80 g,300 dot,36,16.0,0.0,21.0,0.0,85.0,83.0,-4.0,85.0,63.0,-4.0,0.83
ofsetni papir 80 g,300 dot,37,16.0,21.0,21.0,0.0,73.0,65.0,1.0,72.0,73.0,1.0,0.94
ofsetni papir 80 g,300 dot,38,16.0,52.0,21.0,0.0,62.0,59.0,14.0,61.0,85.0,15.0,0.77
ofsetni papir 80 g,300 dot,39,16.0,81.0,21.0,0.0,51.0,41.0,31.0,51.0,5.0,31.0,0.53
ofsetni papir 80 g,300 dot,40,16.0,100.0,21.0,0.0,43.0,32.0,45.0,43.0,88.0,44.0,0.64
ofsetni papir 80 g,300 dot,41,39.0,0.0,21.0,0.0,78.0,0.0,-11.0,77.0,97.0,-11.0,0.86
ofsetni papir 80 g,300 dot,42,39.0,21.0,21.0,0.0,66.0,53.0,-3.0,66.0,11.0,-2.0,0.57
ofsetni papir 80 g,300 dot,43,39.0,52.0,21.0,0.0,55.0,99.0,8.0,55.0,70.0,8.0,0.61
ofsetni papir 80 g,300 dot,44,39.0,81.0,21.0,0.0,45.0,18.0,21.0,44.0,36.0,21.0,0.82
ofsetni papir 80 g,300 dot,45,39.0,100.0,21.0,0.0,38.0,87.0,34.0,39.0,93.0,32.0,1.1
ofsetni papir 80 g,300 dot,46,64.0,0.0,21.0,0.0,66.0,18.0,-23.0,65.0,87.0,-23.0,1.18
ofsetni papir 80 g,300 dot,47,64.0,21.0,21.0,0.0,57.0,5.0,-14.0,55.0,99.0,-14.0,1.02
ofsetni papir 80 g,300 dot,48,64.0,52.0,21.0,0.0,46.0,83.0,-1.0,45.0,53.0,-1.0,1.44
ofsetni papir 80 g,300 dot,49,64.0,81.0,21.0,0.0,38.0,90.0,11.0,37.0,57.0,11.0,1.28
ofsetni papir 80 g,300 dot,50,64.0,100.0,21.0,0.0,33.0,42.0,19.0,33.0,6.0,19.0,0.39
ofsetni papir 80 g,300 dot,51,85.0,0.0,21.0,0.0,58.0,6.0,-32.0,57.0,42.0,-32.0,1.07
ofsetni papir 80 g,300 dot,52,85.0,21.0,21.0,0.0,49.0,96.0,-23.0,49.0,13.0,-23.0,1.01
ofsetni papir 80 g,300 dot,53,85.0,52.0,21.0,0.0,40.0,11.0,-10.0,39.0,90.0,-10.0,0.23
ofsetni papir 80 g,300 dot,54,85.0,81.0,21.0,0.0,32.0,90.0,1.0,32.0,53.0,1.0,0.4
ofsetni papir 80 g,300 dot,55,85.0,100.0,21.0,0.0,29.0,0.0,7.0,28.0,39.0,7.0,0.59
ofsetni papir 80 g,300 dot,56,100.0,0.0,21.0,0.0,52.0,22.0,-38.0,52.0,48.0,-37.0,0.76
ofsetni papir 80 g,300 dot,57,100.0,21.0,21.0,0.0,46.0,29.0,-30.0,47.0,0.0,-29.0,1.11
ofsetni papir 80 g,300 dot,58,100.0,52.0,21.0,0.0,37.0,17.0,-15.0,36.0,67.0,-15.0,0.49
ofsetni papir 80 g,300 dot,59,100.0,81.0,21.0,0.0,29.0,95.0,-5.0,29.0,99.0,-4.0,0.21
ofsetni papir 80 g,300 dot,60,100.0,100.0,21.0,0.0,27.0,18.0,0.0,27.0,4.0,0.0,0.16
ofsetni papir 80 g,300 dot,61,0.0,0.0,52.0,0.0,89.0,15.0,-2.0,89.0,16.0,-2.0,0.33
ofsetni papir 80 g,300 dot,62,0.0,21.0,52.0,0.0,81.0,46.0,5.0,81.0,9.0,5.0,0.63
ofsetni papir 80 g,300 dot,63,0.0,52.0,52.0,0.0,69.0,55.0,20.0,68.0,54.0,22.0,1.1
ofsetni papir 80 g,300 dot,64,0.0,81.0,52.0,0.0,57.0,44.0,40.0,55.0,75.0,41.0,1.7
ofsetni papir 80 g,300 dot,65,0.0,100.0,52.0,0.0,47.0,32.0,54.0,46.0,93.0,55.0,0.41
ofsetni papir 80 g,300 dot,66,16.0,0.0,52.0,0.0,81.0,85.0,-5.0,82.0,2.0,-5.0,0.22
ofsetni papir 80 g,300 dot,67,16.0,21.0,52.0,0.0,71.0,89.0,1.0,71.0,58.0,1.0,0.94
ofsetni papir 80 g,300 dot,68,16.0,52.0,52.0,0.0,60.0,60.0,14.0,60.0,91.0,14.0,0.68
ofsetni papir 80 g,300 dot,69,16.0,81.0,52.0,0.0,50.0,40.0,30.0,50.0,2.0,30.0,0.45
ofsetni papir 80 g,300 dot,70,16.0,100.0,52.0,0.0,42.0,99.0,44.0,42.0,73.0,44.0,0.26
ofsetni papir 80 g,300 dot,71,39.0,0.0,52.0,0.0,75.0,19.0,-13.0,75.0,32.0,-13.0,0.83
ofsetni papir 80 g,300 dot,72,39.0,21.0,52.0,0.0,61.0,62.0,-4.0,61.0,56.0,-4.0,0.23
ofsetni papir 80 g,300 dot,73,39.0,52.0,52.0,0.0,50.0,74.0,6.0,50.0,51.0,6.0,0.39
ofsetni papir 80 g,300 dot,74,39.0,81.0,52.0,0.0,41.0,79.0,19.0,41.0,67.0,19.0,0.63
ofsetni papir 80 g,300 dot,75,39.0,100.0,52.0,0.0,37.0,6.0,30.0,36.0,53.0,29.0,0.68
ofsetni papir 80 g,300 dot,76,64.0,0.0,52.0,0.0,63.0,94.0,-26.0,63.0,95.0,-26.0,0.28
ofsetni papir 80 g,300 dot,77,64.0,21.0,52.0,0.0,54.0,43.0,-15.0,53.0,96.0,-15.0,0.85
ofsetni papir 80 g,300 dot,78,64.0,52.0,52.0,0.0,37.0,43.0,-1.0,37.0,49.0,-1.0,0.31
ofsetni papir 80 g,300 dot,79,64.0,81.0,52.0,0.0,31.0,91.0,8.0,31.0,19.0,8.0,0.68
ofsetni papir 80 g,300 dot,80,64.0,100.0,52.0,0.0,28.0,59.0,14.0,28.0,52.0,13.0,0.5
ofsetni papir 80 g,300 dot,81,85.0,0.0,52.0,0.0,54.0,88.0,-38.0,55.0,38.0,-36.0,0.79
ofsetni papir 80 g,300 dot,82,85.0,21.0,52.0,0.0,46.0,64.0,-28.0,47.0,85.0,-26.0,1.55
ofsetni papir 80 g,300 dot,83,85.0,52.0,52.0,0.0,33.0,47.0,-9.0,34.0,35.0,-9.0,0.91
ofsetni papir 80 g,300 dot,84,85.0,81.0,52.0,0.0,28.0,13.0,0.0,28.0,12.0,0.0,0.44
ofsetni papir 80 g,300 dot,85,85.0,100.0,52.0,0.0,25.0,39.0,4.0,26.0,79.0,5.0,1.64
ofsetni papir 80 g,300 dot,86,100.0,0.0,52.0,0.0,50.0,33.0,-43.0,49.0,96.0,-43.0,0.38
ofsetni papir 80 g,300 dot,87,100.0,21.0,52.0,0.0,43.0,70.0,-35.0,44.0,26.0,-35.0,0.62
ofsetni papir 80 g,300 dot,88,100.0,52.0,52.0,0.0,31.0,94.0,-16.0,32.0,22.0,-15.0,0.93
ofsetni papir 80 g,300 dot,89,100.0,81.0,52.0,0.0,25.0,12.0,-4.0,23.0,63.0,-3.0,1.13
ofsetni papir 80 g,300 dot,90,100.0,100.0,52.0,0.0,23.0,31.0,-0.0,21.0,43.0,0.0,1.56
ofsetni papir 80 g,300 dot,91,0.0,0.0,81.0,0.0,86.0,76.0,-3.0,86.0,78.0,-3.0,0.32
ofsetni papir 80 g,300 dot,92,0.0,21.0,81.0,0.0,78.0,75.0,5.0,77.0,98.0,5.0,0.85
ofsetni papir 80 g,300 dot,93,0.0,52.0,81.0,0.0,65.0,92.0,22.0,65.0,43.0,23.0,1.43
ofsetni papir 80 g,300 dot,94,0.0,81.0,81.0,0.0,54.0,53.0,41.0,53.0,14.0,43.0,1.62
ofsetni papir 80 g,300 dot,95,0.0,100.0,81.0,0.0,45.0,72.0,55.0,46.0,37.0,54.0,1.11
ofsetni papir 80 g,300 dot,96,16.0,0.0,81.0,0.0,79.0,23.0,-6.0,79.0,53.0,-6.0,0.54
ofsetni papir 80 g,300 dot,97,16.0,21.0,81.0,0.0,70.0,55.0,0.0,70.0,16.0,1.0,0.81
ofsetni papir 80 g,300 dot,98,16.0,52.0,81.0,0.0,59.0,21.0,15.0,58.0,12.0,16.0,1.41
ofsetni papir 80 g,300 dot,99,16.0,81.0,81.0,0.0,48.0,51.0,32.0,48.0,31.0,32.0,1.97
ofsetni papir 80 g,300 dot,100,16.0,100.0,81.0,0.0,41.0,14.0,46.0,41.0,25.0,46.0,0.6
ofsetni papir 80 g,300 dot,101,39.0,0.0,81.0,0.0,72.0,63.0,-14.0,72.0,63.0,-15.0,0.31
ofsetni papir 80 g,300 dot,102,39.0,21.0,81.0,0.0,59.0,2.0,-6.0,59.0,1.0,-5.0,0.62
ofsetni papir 80 g,300 dot,103,39.0,52.0,81.0,0.0,49.0,30.0,6.0,48.0,45.0,6.0,1.27
ofsetni papir 80 g,300 dot,104,39.0,81.0,81.0,0.0,39.0,67.0,20.0,38.0,80.0,21.0,0.85
ofsetni papir 80 g,300 dot,105,39.0,100.0,81.0,0.0,34.0,88.0,30.0,34.0,19.0,30.0,0.7
ofsetni papir 80 g,300 dot,106,64.0,0.0,81.0,0.0,59.0,97.0,-31.0,59.0,59.0,-31.0,0.43
ofsetni papir 80 g,300 dot,107,64.0,21.0,81.0,0.0,52.0,4.0,-18.0,51.0,12.0,-18.0,1.08
ofsetni papir 80 g,300 dot,108,64.0,52.0,81.0,0.0,37.0,48.0,-2.0,37.0,25.0,-2.0,0.44
ofsetni papir 80 g,300 dot,109,64.0,81.0,81.0,0.0,29.0,86.0,7.0,31.0,11.0,7.0,1.12
ofsetni papir 80 g,300 dot,110,64.0,100.0,81.0,0.0,27.0,35.0,13.0,28.0,65.0,12.0,0.99
ofsetni papir 80 g,300 dot,111,85.0,0.0,81.0,0.0,52.0,28.0,-42.0,52.0,64.0,-41.0,0.65
ofsetni papir 80 g,300 dot,112,85.0,21.0,81.0,0.0,45.0,79.0,-31.0,44.0,92.0,-31.0,1.32
ofsetni papir 80 g,300 dot,113,85.0,52.0,81.0,0.0,32.0,1.0,-11.0,35.0,1.0,-11.0,2.78
ofsetni papir 80 g,300 dot,114,85.0,81.0,81.0,0.0,27.0,11.0,0.0,27.0,59.0,-0.0,0.7
ofsetni papir 80 g,300 dot,115,85.0,100.0,81.0,0.0,24.0,69.0,4.0,24.0,61.0,4.0,0.22
ofsetni papir 80 g,300 dot,116,100.0,0.0,81.0,0.0,47.0,1.0,-49.0,47.0,85.0,-47.0,1.33
ofsetni papir 80 g,300 dot,117,100.0,21.0,81.0,0.0,41.0,46.0,-38.0,41.0,48.0,-38.0,0.49
ofsetni papir 80 g,300 dot,118,100.0,52.0,81.0,0.0,30.0,31.0,-18.0,30.0,72.0,-17.0,0.65
ofsetni papir 80 g,300 dot,119,100.0,81.0,81.0,0.0,23.0,61.0,-4.0,25.0,87.0,-3.0,1.77
ofsetni papir 80 g,300 dot,120,100.0,100.0,81.0,0.0,21.0,94.0,-0.0,23.0,58.0,-0.0,1.21
ofsetni papir 80 g,300 dot,121,0.0,0.0,100.0,0.0,85.0,71.0,-3.0,85.0,86.0,-3.0,0.12
ofsetni papir 80 g,300 dot,122,0.0,21.0,100.0,0.0,78.0,10.0,6.0,77.0,93.0,6.0,0.47
ofsetni papir 80 g,300 dot,123,0.0,52.0,100.0,0.0,63.0,90.0,24.0,63.0,66.0,24.0,0.9
ofsetni papir 80 g,300 dot,124,0.0,81.0,100.0,0.0,51.0,98.0,44.0,51.0,64.0,44.0,0.76
ofsetni papir 80 g,300 dot,125,0.0,100.0,100.0,0.0,44.0,75.0,55.0,44.0,27.0,56.0,0.66
ofsetni papir 80 g,300 dot,126,16.0,0.0,100.0,0.0,78.0,62.0,-6.0,79.0,15.0,-6.0,0.54
ofsetni papir 80 g,300 dot,127,16.0,21.0,100.0,0.0,68.0,82.0,0.0,69.0,43.0,0.0,1.06
ofsetni papir 80 g,300 dot,128,16.0,52.0,100.0,0.0,57.0,58.0,15.0,56.0,94.0,17.0,1.79
ofsetni papir 80 g,300 dot,129,16.0,81.0,100.0,0.0,46.0,89.0,33.0,48.0,0.0,33.0,2.03
ofsetni papir 80 g,300 dot,130,16.0,100.0,100.0,0.0,40.0,60.0,45.0,40.0,27.0,46.0,0.97
ofsetni papir 80 g,300 dot,131,39.0,0.0,100.0,0.0,70.0,50.0,-16.0,70.0,19.0,-16.0,0.67
ofsetni papir 80 g,300 dot,132,39.0,21.0,100.0,0.0,57.0,60.0,-6.0,57.0,99.0,-6.0,0.79
ofsetni papir 80 g,300 dot,133,39.0,52.0,100.0,0.0,47.0,21.0,5.0,46.0,71.0,6.0,1.17
ofsetni papir 80 g,300 dot,134,39.0,81.0,100.0,0.0,38.0,32.0,20.0,38.0,50.0,20.0,1.22
ofsetni papir 80 g,300 dot,135,39.0,100.0,100.0,0.0,35.0,28.0,30.0,34.0,74.0,30.0,0.62
ofsetni papir 80 g,300 dot,136,64.0,0.0,100.0,0.0,58.0,63.0,-32.0,58.0,17.0,-32.0,0.86
ofsetni papir 80 g,300 dot,137,64.0,21.0,100.0,0.0,50.0,2.0,-19.0,50.0,43.0,-18.0,0.78
ofsetni papir 80 g,300 dot,138,64.0,52.0,100.0,0.0,37.0,11.0,-2.0,36.0,25.0,-2.0,0.76
ofsetni papir 80 g,300 dot,139,64.0,81.0,100.0,0.0,30.0,90.0,6.0,29.0,39.0,7.0,1.43
ofsetni papir 80 g,300 dot,140,64.0,100.0,100.0,0.0,27.0,16.0,12.0,27.0,5.0,12.0,0.31
ofsetni papir 80 g,300 dot,141,85.0,0.0,100.0,0.0,51.0,1.0,-43.0,51.0,15.0,-43.0,1.05
ofsetni papir 80 g,300 dot,142,85.0,21.0,100.0,0.0,43.0,67.0,-32.0,43.0,63.0,-32.0,2.58
ofsetni papir 80 g,300 dot,143,85.0,52.0,100.0,0.0,32.0,50.0,-12.0,32.0,63.0,-11.0,3.02
ofsetni papir 80 g,300 dot,144,85.0,81.0,100.0,0.0,26.0,63.0,-0.0,27.0,38.0,-0.0,1.04
ofsetni papir 80 g,300 dot,145,85.0,100.0,100.0,0.0,24.0,35.0,3.0,23.0,79.0,3.0,0.67
ofsetni papir 80 g,300 dot,146,100.0,0.0,100.0,0.0,45.0,83.0,-51.0,45.0,74.0,-51.0,0.27
ofsetni papir 80 g,300 dot,147,100.0,21.0,100.0,0.0,40.0,88.0,-40.0,40.0,84.0,-39.0,0.88
ofsetni papir 80 g,300 dot,148,100.0,52.0,100.0,0.0,30.0,39.0,-19.0,30.0,8.0,-19.0,0.29
ofsetni papir 80 g,300 dot,149,100.0,81.0,100.0,0.0,23.0,45.0,-4.0,24.0,47.0,-4.0,0.87
ofsetni papir 80 g,300 dot,150,100.0,100.0,100.0,0.0,22.0,75.0,-0.0,22.0,71.0,-0.0,0.16
ofsetni papir 80 g,300 dot,151,0.0,0.0,0.0,25.0,71.0,69.0,0.0,71.0,53.0,0.0,0.19
